Medallion,Number_of_Rides,Total
FC2D556EBF3EC3043221010139A16D70,12066,172822.0
DFBB078E527A6939321740FF4B044AC9,12557,172821.0
000318C2E3E6381580E5C99910A60668,12119,172816.0
66603CF9C913AFBAF8754285406DBF08,9012,172796.0
CA9D03F5E6AFE67FB26DEE3F3719B2BC,4798,172793.0
D28E839AA8A1030345A0473878A486EF,10474,172730.0
220494E7ED9D10E82467D768794861A2,11898,172726.0
A8A34A71C596617DB288916DC5012E76,11430,172722.0
B5EB446D51AF2B3A8EC944B015D202FA,7336,172718.0
A736D3AD342599A193800E82B4760DAB,9842,172714.0
B9F811CB94E481B4AD51E36C565B7E5A,6658,172691.0
4D1334D95E88EBAEBED9EDFEBA425522,9257,172681.0
6C394D1F58385C9888347C58531904AB,12034,172671.0
AFD2D9C2266F42156487360D44F19B75,7917,172659.0
C1440004513830CAD030DB48F44D0129,11805,172642.0
FCC2BB4D207E85AD77629C521F64C323,12771,172640.0
56903822C0E4258EC9C7CC89D8C570BD,10233,172599.0
6F1A5CBD608252B634C53171935298D9,12547,172569.0
221FE811F798AEF800C704E719E967EC,9874,172562.0
2140B61844431060C18F08DD79DC3DBC,13193,172548.0
D36AC3B2C6434FC95BA42D48C9938A37,10893,172495.0
9C18C2A149BDA5553ED49CE75673231A,7757,172492.0
7C6CCF0B10E58C0FA70FD29B304CBC0F,8269,172482.0
DF0002B656F1AA6D651D3EB6C4AD2157,10788,172481.0
8CF4B518EC0C6CBAB5029339B5E3A918,11428,172452.0
0D0D2A78F5C539728E2DCAD4FD6B8AD8,12706,172451.0
F2656117E0FEC6FA67B72CDA31683119,10859,172432.0
23C33CED6B44CCB02ECD7C8F9AFB27FF,11744,172427.0
05030E2EA9DA46A6A0C0983BB474B3F4,8977,172415.0
71AEBB5F4EC620B121ACB44B5421B387,10605,172353.0
ADC35B7978C5101227D1CC595E95F7C1,8369,172327.0
20BB87CAAEB9F9F5D615F6080BB53A38,11724,172297.0
07C6E41B6354138A6DD74BE37EF68855,11567,172292.0
C03136632769918087E1F034340FC6D5,11528,172290.0
1AF573B78F7BEAFF25E721041D80D2D2,9878,172278.0
53D440656C3FC7573ED0BCCB6D3CEA31,11823,172268.0
F0519BD4BD8ED236B5F71F4F1028A728,10739,172223.0
4490DE953C389E7323F43950649FEE65,11147,172217.0
AE491FC6096B89FF315A1A6B54905482,11634,172215.0
4DC623956C8FA11EEF95BFCFD1B9E958,11430,172183.0
63016EBAF0E7D337CE604A28FD09F6AC,8368,172141.0
725B5A8A17A1F17F0139A0A996451AB6,7288,172130.0
17F2D95F9E514E4C014E1409FB7CB28D,11277,172109.0
47E0375770A2707B37295AE81E88D314,10355,172074.0
91296D6CF20114CDE4289E23A24A8021,12007,172073.0
2BEC2BF60AF4687EAD72262884F9F0BF,11712,172060.0
469A346C7019700E8B8B6524B75CB7DE,9106,171989.0
ED4EA6115BC10EF47DAE99860B9AA30F,9658,171984.0
1D1EEB9CD3337E87512C0D05F3BB2356,10456,171973.0
90F92077F6424AF52C73A986627D37F2,12396,171945.0
872276CA179DF5081194B080ACA8F322,10016,171943.0
6AEDF2772CFEB2C90D596A81B6BD9BC0,10084,171901.0
910F78E5EDB7497929AFFF89E20538FD,9075,171891.0
35541147E46E61C1BA1DCE7967B549FF,12031,171872.0
68DFEC47CCD06D40F5BA932BDE64D360,10130,171865.0
009E68CADCB1BCF73CFE32DA4D78F5FD,10255,171862.0
996F7B252CC9F41102FA97E72545D086,11140,171848.0
C8A5A445CD4CDAF92C29939458FD7C22,11530,171820.0
ABC267ED62CBEC7F3702AA684702E924,12613,171818.0
BB9218AF9C090F5003880E72A7F34840,10647,171806.0
BD5D9824CBB1B25EE96688600B753125,13210,171779.0
BAEA12D2D599FFAF643712094749818D,9839,171700.0
198D1D61EFA9A55A134C7906EB39081A,11144,171663.0
01C905F5CF4CD4D366979BBCF281A15E,12541,171653.0
90B11B457EE0FB2D98E7350D18A8C5E8,11574,171640.0
C5C6A3127EA0D9CDC0E50D6F3C6A3486,10039,171597.0
478F159F142165031CECB4A4D2446C64,9116,171565.0
80C9EF163F81E21107266451A99F43EB,11936,171559.0
D21C7FF7F562090B3B84FE23B2E0552B,11755,171552.0
5875A840980EFBE65913A6D944BA2FD2,9692,171533.0
E523F84E85708BCEB9FEB6F7825C0E08,9891,171523.0
62D5BF0D1A15C410EA740EE0DBE39AD7,12596,171491.0
0CD6112746FCDF9BC6C85911C7C34A91,10974,171490.0
4C059BA8EA18A4B4BE05953621A78393,11832,171486.0
E3ED4621CBD367E7E71D2E5A13A50841,11225,171478.0
6CA03B2E8CB49CFA21FC882E7490818F,14663,171466.0
CBC643578C6C9D9404A93E8C881E6355,11207,171454.0
F8F3A0781989AAB0B6FCCFD31AC29AF6,10886,171448.0
D3BC1778F469C2671E9B68101D063080,11562,171407.0
C8B3E26B786B9CDA6B5EB27CE779347B,9556,171407.0
166B8193FDC5063FB0E72AE4DBCA94E2,10537,171358.0
F1EF8290A54338B1396DD98E38E09143,11716,171342.0
5ADC4720CDB139DA4FEED19397370974,11683,171332.0
7C7C11F8BA8965E375A1C1ED2BA52BA8,11964,171315.0
932ED12C8506D977353EA65DC6BB5260,13486,171301.0
8B53F3C04D5195E5910313C251BE67B5,12050,171300.0
DB93B6DFEEDF2A8E3CDD50CE57EC2E0D,10257,171290.0
9CCDBBA236DBCEB8AAC44F500F619AA7,10138,171290.0
9836A6780886D5D11F7BA21BAEFD0E38,9734,171289.0
7C05677FD3976BA483F0D244A6731B93,9445,171272.0
5A3DAFD426DF91E42709C2A1EFAEE5E6,9939,171263.0
9E465B42D859B55C4802DF51445025C5,9817,171248.0
980B5D01DFD1635EA24E236F6015DDC1,10690,171226.0
20AE71AC8FA180E6B0E9CB749BB8F055,13068,171205.0
AB4CE77E2C4994681AC037E63182BE56,12638,171198.0
FF3CD0190381DB79840C440BD7D2F2C9,13694,171197.0
8D703561DA6CDC7AA1A167E04A9210A7,10020,171183.0
AC4BDE5E8B242F60E92EA6121F299707,12521,171169.0
47CFD616C057758044C57D1B4BEFE759,12475,171119.0
D8DFDC9BFAE1C789D65BE2074FAE987A,9890,171080.0
453962F35F221F1C07EB271F7D05D810,12070,171069.0
C72CFE50B67A49F0D71D87B8306E82E6,12209,171064.0
1891EB6E8135D88E255E52BB3A9D2E4D,5997,171048.0
CB485B4DF3D7622D965F8ED614ECCE72,9356,171010.0
738832866F8EEC8A5284E7CEB18ECE80,7326,171008.0
B9A5D69F3E65D743653C0816381D1C17,12938,170992.0
05C055953C367FC0355F444952A71D36,12197,170980.0
DF5FA8868D2263219A5088B7FBF17545,10772,170961.0
813019F48F723BC44A73B5F21B98F730,12663,170946.0
A6ECECBAC944333366E2F759845B1639,8550,170932.0
D04718A96AC50D23851E35C09AAC788E,12520,170925.0
04E780223BBBEF7EF005B25B50D98285,10941,170864.0
A910CF5A84FFE5F10B8CCBC06CC5F944,12478,170849.0
295EB7566AFE7B2AA3F5BEDA5EC0CDFA,11378,170847.0
874018719FB2E698485F8459FC0B1918,13563,170773.0
037A26CB00C106CEF18AA2FBDD91FDA8,9477,170764.0
E7D97BF2F9DBB34448CCD391EAF15CEF,9417,170762.0
DAD467E70F2D0891D89E7CFC359C36A4,8902,170757.0
4493E915641B3D4E64CA893A1FC0B649,11310,170746.0
EEDA2E71A0D833D602EBB33343E8DDDB,9698,170735.0
3D9630C3CE89FA3A42527829635FA774,11419,170717.0
9FE6F16E40464555E762BEDD5C6B3912,6989,170706.0
671F2797A18E33B32BC4525C533DAF4C,12941,170684.0
DD6DC400E225EB70D59A71D491254DE8,6563,170681.0
D3970A1C3AF9805CA0DCAACD48A31632,10861,170680.0
7EC8C1A14F64DAAB46FDEE5FB6623978,12500,170672.0
30D0A7E0AEE26B0C6415F956FA53CF78,9190,170668.0
33FC059CD9AE26A3C190DFDDC50C9461,9258,170646.0
15D1318EA014FD9A96B258E08E82F455,10644,170601.0
22D086BC0589178A04854A77DE6DA0B2,11098,170592.0
A506888A914B08DDA4C1FD8649BA3C28,12562,170586.0
275FEF2745F5F46D39ACCA7448F2B635,11813,170561.0
4FD0D0F91AD7C81EF5C4C79ED051C308,12113,170521.0
29E8C01CB519F044F77BDD3BCF5A05C7,11011,170512.0
1B8AD4D5C39923FD6A3578B0D0623BA5,12484,170439.0
AFB245E562032C98FC763C9B6CF488F9,12474,170438.0
9C2D0F5C53FDE3BA4821DAF18A6CB245,10671,170385.0
5209616D34340A304D3F256ACD1C8129,11717,170384.0
43881E0044BB1857FAC6D4764821158C,11919,170369.0
343EE0E83B908DC51AA01245FDC32974,10757,170328.0
419842EC995A6726D14585968DD58ECB,11381,170312.0
70AA950A75939F5EE07944714995DFDD,9605,170300.0
B47BB8FA7C3AB570D0E8E429874C106D,11023,170298.0
F23DDD7B961109E4EB194F3F7AF20F7D,12064,170273.0
846DFE2D59F6E76ECE92959C7827FC12,10340,170273.0
5AC54D9ED7042EFCEB2A1A3D3AF12A51,11971,170252.0
8FA0C7C621693B0BBACDC314A5E954F0,9605,170237.0
160CA9331707228AC5BD584FDBF18B3C,8857,170188.0
77D0801A31D1326C3D71CB8E5611D30C,11309,170137.0
BB66C4C2C3E3C8CF478C6FC399A7E6F1,11859,170096.0
AFFD16F7DD0BE93B9EFBEEF813859D80,7369,170087.0
A0E6D7A36F3D2762DABF5BE17C714201,9325,170059.0
73F27D8C8C3B37D0453DA416BF8DAF44,10233,170052.0
6A17373D456AFDB0AF2B2FEA6C3A940F,8445,170041.0
F57EAA4370AE5122829BC4D743F2EC58,12204,169973.0
8CE5E32B1FE6F1A5E1D4DC10DED8F77D,9983,169972.0
4A6ABAA2EC99F5FA3D39AC7229B41933,10246,169940.0
F4AA05A75CEF4D5E587FE557063FBA11,12934,169940.0
75D97D5C7A4779029761DD830BEE9DD2,11583,169926.0
1CE1446B490E0768B53213BBFCE9DAEB,10865,169841.0
67E46ABA60CCF4F36F7B3A746AB5C57C,11883,169812.0
53D67B182949F562A1F790D8484A4CC7,11636,169801.0
134C3CAAA5859560F798B06511C4A2C4,9044,169790.0
FB9D9A8EEE4DAC74D19D2807DDCA701D,11867,169782.0
DF10AF2A9FF6923D057BAB8500283FCE,11645,169774.0
6FA6706AA2E5DBC48E13D0F2CD748A3A,8843,169742.0
6318EB699F5B69A62813D0540FE001AD,10525,169718.0
A3CB8A5D24063588DE266D9C44D18109,12114,169707.0
1292BE11BDF5667FE5555F372FA7E0EB,10817,169696.0
90BF243D65894ABA3B98644372E6CB85,11499,169662.0
0B0F186D7B3ED9E6D7F7AC9CED9CD597,11788,169659.0
E9ACD076FF53336D7C6793D9A8174D17,12727,169631.0
D85DEC61064770407CEEF7FFCB79D153,9570,169587.0
18AEDE83C49EA45353699B430521C1B8,12149,169497.0
5B0FD6A16E5E0A07C24634FF81E48684,12011,169477.0
4D025469771E2C2BCEBC253E20AD6A64,10697,169471.0
3C7AD2CBC7A9148493B1E4DE8206C620,11267,169440.0
3BC64BB8FFCDFE96B409FB7DB7F22463,5186,169437.0
27A66351B6F3872FBF696EB66FFB983C,8693,169436.0
7DE5A4F3E5FEC61F4E9C1F82CC7FB898,6968,169414.0
26728F140C931232E018BDA81F7806F2,12104,169362.0
BC477168E0C94F5C3280BF982A7E34C8,7414,169361.0
7A89801D30C4486A406031E38049555C,9406,169286.0
19B4B9F2AA7D248A61DAE4B8EA9B5D32,11892,169279.0
3B10B2291642BFC983BC9544F21883D9,11064,169255.0
438924C05DD81B894BED43C6A44E7432,11512,169251.0
EBA886681A1C3C18C80B7869B24D06F7,12460,169248.0
497948F23936CDE084CDE55FEC259412,9600,169239.0
AE1EC79C70A2623CF5AF0496F79138B1,12010,169215.0
D0D9C0CD2B6E87AD6B5B02F8270C3F1E,12423,169201.0
E386B8099BCA2EAAB9A4D9B933829A28,10075,169198.0
7F9877C0F7DB9982021E77767EBEBB24,9424,169192.0
067D49BE6232063BC77BE9619D0B08B6,8661,169177.0
0F730EC1E9D1A748E9DB2D7FA090488B,11517,169165.0
0D18ECEB37E6F4B872358C215B75FF49,11569,169096.0
D14A49668A9FEA497A4B036F46301DED,12783,169093.0
EE7A5EF511F03083B1E39CBB69E4214F,10697,169093.0
7209C11D1F333C70DDEAA0E2C06E3776,12271,169064.0
704A0EBF3CDB90215A25EB1E9A081640,9754,169006.0
ECF321F92BF00361A94AA84E62982D90,11688,168988.0
AEA61300D876A4B6C689330568808616,12271,168960.0
199A69BE232E492E50D9270059C4579F,11469,168938.0
AB202E7B90279C7EE9BF678AE97052F3,7183,168895.0
C3867D942919BB0D01DC1EFFC11E7E46,11581,168873.0
C3B21CF2EEEE0B0ED4A5C4B98EBD0A56,11372,168847.0
21C89CB0DE8643ED859595414FE32062,10174,168836.0
07548BF37384F6A55CA89AA92418A0A4,10630,168783.0
4351ACEF683BECBD3E283F324EB78460,9494,168781.0
0E2D392052050447442B1ED46287203A,11375,168766.0
087737728416D75479D69A6AD7E399D2,10431,168737.0
53112165A9F6D82B17C04DAF6A53E347,11596,168722.0
83FA8A6CF03110CF58B9999AB979432E,12033,168659.0
12A43F6E5B1DAE0408B3F19EF5136E08,8718,168638.0
E6B77C1170F9C7D5E1AB70F07FE6C2FD,11744,168620.0
6F6A3D666D3CEB117553DB4A10B79EF4,11309,168608.0
3D2EEAE75C006EE56FD161CF35AFC431,10981,168580.0
47D1463890DF89677D5F6DDE5D7E07A7,8236,168573.0
7DB6FC899BE002102E1DD5AB1C891FC8,12792,168561.0
9C9F418B97C6402ED7A93EAC6C4CCE34,10646,168557.0
84FDB559CA0A69FDBB6D87A3EB319DB7,11080,168554.0
32E933746F72A435ED05515C53A9782A,6438,168527.0
5B649C3B5475C002D515BEF21192B504,9157,168485.0
9830AA6BCA99F582C08EC7C91088C93A,11125,168475.0
B21A68A28F70D16334AA6AB8A4B8AE94,10198,168466.0
34FC27F60C0382699957BA60FB1C9125,5840,168430.0
4A8C8DB43E0A18B5DA26EA61B878224F,11639,168417.0
F85A4E22D4D8548A000EAEBBC1A5ABA8,10844,168416.0
4B3FEE6BF0F51D5A60876553B8BA7D00,10962,168390.0
D0F28215C4B03374EA7069F6E250A70F,10139,168381.0
ED24BFDCBC0542E780ABB3CB45B04192,11950,168380.0
6F78A9E95A3AD6C27A4F05BAE42EE5A8,12351,168374.0
044E7FFFA2AB5537976D736271EBB243,9160,168372.0
6D1F3B94E85A5BBD70265D891B1BFB43,12345,168353.0
FF1349BA61FA4983852AFCA56C7C0485,12508,168248.0
71E0001FC44E5BAF26EE2ACC62B7F86E,11129,168194.0
2E34B3CAEB763EA98BAA700EFFC78E3D,10815,168187.0
67F566369F8501B3B0BDA52D808DE821,11116,168186.0
7C552E855B7E56E55AAD38F154EAF8CC,11402,168180.0
B94CD004693E1E85BE2E1CD67144CE91,5694,168160.0
A642135608C342A0F78096774FE7D0CA,12218,168154.0
47C70790161D0EDFFB9D9547DA91AEAF,11378,168134.0
40CE9601A3E4406427BC3799A4258CC7,10202,168128.0
E0F52DDC99F85A695AB60732D48EF4CE,10203,168057.0
95A3E44AB43E96ED82DB16A6D118D33A,11449,168048.0
426DBCC75B83C88C172C1F74C2F195BB,10545,168034.0
F12E8836D4592838644BC4E9EB3D8253,12068,167986.0
B6EA16667573BC4128A52741FEC5E703,11636,167953.0
0B85A264A33D1BA87064132771649127,9495,167933.0
05E34F66F87028EFF34BA92926546BF3,11290,167921.0
FA3C5EF23DA015351683D40CFF2D143B,10007,167906.0
A6699B6310BFDF8D1EE42C12622D94FA,10617,167900.0
DA95D45E39B5CA54DFB157CCFD889B03,10226,167878.0
F2A5D22AA3C7D80F5FA4CA571FB0B057,9512,167842.0
EDF01AE9984039F4D252ADF389E0FCFF,8679,167830.0
7689BBE2F40EB52CD2E9A29CCFD18C27,11157,167794.0
26AB00A95EF60968E27B94C6172B289F,8281,167772.0
8D387FEBC81EA271649389F444056181,12732,167770.0
8995D509E86B6F910F8C0E1947FE299A,12104,167726.0
82C9E2C8A64C43A52302D9F44E5953DE,9944,167710.0
BC2C65D2406B37FDFA2031E9ACE9B809,9470,167693.0
144C0D2F6A4AFDAA59644AFB452F408F,9689,167620.0
6B891241C0BD362042EE99FAA86E75B5,11085,167619.0
2327A5C0800F3D1641A717208E8B7728,10111,167595.0
73FA3C9AAE2BC65BF6EBF28C65664031,9763,167529.0
7FB0330BE3F1C5AE4B5FC9CFE47BC6BA,11519,167515.0
CB54BA8A1D8D6F61863872865B0BCC39,10604,167501.0
21471D00FB16C7FC7E8E27D1081A8DA7,9018,167500.0
51FEBBCE6B6EB41ECCF0F300F8DDCE8D,11014,167486.0
476FCAC20818836616D8469E20160B07,13086,167454.0
067A8BAFFF8192253B29B0CAEC30CB4A,12693,167413.0
79E434484F84B19178B322DB02E36409,10040,167388.0
60E1BCBE0FC7D9E37E3B4A3AF604E403,9138,167367.0
42BC02EC8FC9719B5B8075C3029B9EE9,11657,167284.0
0B22CF633537E2DF6009991BD3DB7046,9265,167264.0
880931589BC74E467BABE35A8740D9C3,5817,167252.0
51CAB29363BB627FBD9FED560BAAC69B,6965,167211.0
3EC41700C54B28F6A2C3528ED9D2F2A2,11598,167206.0
F15125EAD6CE40D4D68717C01061DF25,11444,167202.0
3DF2AC06F02AD290010136A351A2278E,8889,167176.0
13804C3B9932CF05FE17F7BBAC2BC4E7,10814,167154.0
E14C4326294C4D4212FCD9A9E914F3EC,6872,167153.0
AF07F2B9C164EBEFFA2D38B0C6D964F9,10205,167133.0
B974148950DB3F1AD4099D49A78AC023,12174,167114.0
64187531006B3D8B3831D91CD6AB3FD4,12582,167111.0
02F32A52C7BA748739602A7C095E8193,12104,167053.0
587DFAEE818569CA7A510FB308665D45,11573,167038.0
4889838C96CCEAA292A50545290952EE,11672,167028.0
C787FE27E700E78F56E32EF75CCC24ED,11375,166991.0
65F8EED73ABAE5739A246727FD0284E2,7346,166983.0
A1E63964EE006949E7DAD6CE1555CA80,10454,166940.0
3567E8B49FEBFCBB587F1864D723D5C8,10222,166927.0
4634FA2D4362C3A7F688F56CA65725F3,10057,166925.0
86D286E379278A7A761182F9241B7FE0,8994,166903.0
DE1CA076B40ECD47272527DCE1094779,10210,166899.0
037CBDFC9B3FB3B4326B7446D3553099,9760,166842.0
B44B7389F39ECE468E582A0EB7FFBCFD,11438,166804.0
84B93F64DD144509A3D449828774BF01,5785,166799.0
7A88CCCFADB60A9809B2DB8C0100F3E4,7956,166774.0
B2D8C705FD8A40CA6AC672CDB8750554,10830,166744.0
85082FDC26968800BBF5E381DBE57CE0,8168,166741.0
A7D1CDB0C4A7EC91EC3177DC0E18E538,10053,166685.0
F49C278E31F8B20D8FC85DB014A1EF43,11550,166685.0
31CC75867BD6E6A74A25EEE6E2AE8907,11901,166654.0
91EDB0A9EEFD7D9169432897F12E4E8C,9724,166637.0
FFEE0D464EEA83AF6EA50CA5738B5610,11303,166608.0
A68E0E8A6340185E814E1253C44898C1,12270,166596.0
9C271516A1EEC552768518C399194DD6,5935,166590.0
98F87F69CB396BBECB3D4CDFE76ED41D,11244,166553.0
9058821FDD45D1303A014BF09F3D1F46,10772,166504.0
DFEE873CDD1DA7F38CA42A35CF3C003B,10492,166498.0
CC72B117D1AF8E9470140F4CA07D9FBA,9804,166493.0
7E67C6ADD5954C8904E2304B1D1EB694,10345,166444.0
B73FA282721DC087BBF8AB6C4D79B81D,11129,166425.0
9B5FB0AA7D3FA6A55B2C374962665945,8660,166421.0
7A03342122B584EA64AD5E0B1E7753E8,7549,166418.0
7257A55FFAB4C29F08A9A40F510FC2B6,10340,166327.0
3AEE4D329A9AE6AB4345EE8734DF8478,10104,166308.0
BB461145D8DD73DFD5C71F03DA698D83,11461,166306.0
24570F507E33871C8AA3A87F61BDD523,12051,166260.0
A532B1493C4DD88C450F6796369EAA6F,11558,166252.0
DFC912B9AD72967A8DD093397BDC7444,10534,166210.0
85D3DF2DC4D2B63CC374CC382CB72A39,11316,166202.0
B5C7A430EF9626B00B6E92FC95F530D1,11851,166202.0
6A3162AECBB65135A8F5CD60069EFB61,10382,166181.0
E8D86C9FC86031BBBA2F8F35F13F4149,11914,166036.0
BAB0AC4EB571331BF2DB34C1E9F67D11,11152,165986.0
1417D10B07A87BB9A9DBD32C93F70F87,9999,165947.0
BD7B7574E3DE618A7FFDABB3EF2D48E4,9692,165918.0
D2A9668040F9C7EB5E79063659576964,10937,165890.0
453114075EF898A05B9D443DCB6EABD7,12259,165806.0
306498D8781562714266B70FB27F13C4,10214,165801.0
ADA92BBD4549E1FF9E1FB480B3BBE9D5,10721,165793.0
96D97541155028A835417A6962E6EF18,11236,165758.0
FE3758EE00C9736A4FC37B45C8B4723F,10292,165754.0
EAED53C499E6749B4CD10CEEBE961186,11762,165714.0
B946536D2CFBDA0594F64479E7A85345,5497,165711.0
BB335F5E8F26D6909F86BD00F1CECB33,11382,165682.0
F9A04D246B9BF0C5437A61CD89FF7BF1,11070,165682.0
F5A57F6164424A59CB989A3FFA6FFC1D,9416,165666.0
D203CC1CD0170A3D93B38355ACE368EF,10565,165564.0
55D690B78CB06A528AB15B6292FF140A,11944,165530.0
4D71F9ADB6BAC16A9D7CE11E701D8B76,11352,165515.0
4C6FE3A26F1A75B502F1FB7EA4A6F7B9,9706,165499.0
82648133B20BFA7157F41024D4587F9F,11608,165493.0
1624746DCE973556C3E2FE7AE5B89E2A,7481,165459.0
B73668FE07B7EB48C94796D90985D4AB,11684,165459.0
49FB4587B997C2BA236184F01C38E832,9903,165425.0
02EE0579D7AD9AD3217A704BFED12D53,11187,165424.0
A30A0C08B1331EC905B012947F22081F,9988,165416.0
7F8CCA7A24BDD43E431D6DD7B64C196E,11535,165370.0
9F314A282BDE670327DFFDE7640038CB,7176,165300.0
A42B8DAE936D48E739295950E29F3169,10338,165289.0
B7F1AFD43117ED141FA364E88A514381,8930,165289.0
3E4CA81877C139B165AD904C02FA6CC7,10645,165251.0
EE5A4863945713D9F76B388BBCEE2BBA,10429,165214.0
A959860D971E2349258BA6E55CFA0CC2,8290,165181.0
E20B8C6AF036C084CBB40EAB0BF1DB04,10677,165176.0
540DEB67ED7B0BD9E0B04161889755F4,8957,165071.0
DDC1AE28890B301D015A319435E52E58,9885,165058.0
CB0C7F03764781D50DAD2A36BBE59E2C,10510,165050.0
D19772BE914D823E17ECD60452A4CC50,8168,165014.0
430C6A1C8B793D9EF366228DD377AB86,11312,164999.0
87EE3188A57FBD88E36F77AC9AD924C7,11569,164891.0
D25A0A8BB4D5B425CE9DFD6F75901822,10226,164859.0
12FA134309B50BB71159E2D8A9FE8460,9627,164850.0
7102C7D6F412C01093A506B97DA74DC6,10029,164759.0
03634DCC70216A7C8C9D8542FD590A92,9137,164725.0
7E6C2641E77B0139F0A9586D8444D003,12068,164724.0
E6E4226AE5B3593972489AFCF547618F,8179,164703.0
BFF864DBBABE9203F1B13AA2CF319FC2,9497,164700.0
49FC1658E0921BACDF5FA83522D4B387,7481,164667.0
A5A5FF813C0D7364FB3126262F6139E3,12864,164597.0
3067007B2EBF04FF9EB0962517465E31,11000,164591.0
C9CBAA9A484EC089D90E44862E214AC4,10970,164584.0
F9FDDEFF1AD12B48B74ED02C15BD5DFD,11473,164501.0
57F6059BEDF848B1FE37038AEF4FFCED,11104,164446.0
BC68E6CEAFC66C98596F3C6DE514ACCB,10297,164437.0
C89B82D1B06F3219EC8F3448B33198D9,7564,164408.0
12260DC45966D34D988160A6AA53026C,5467,164376.0
818C1F5249FC5278F9F22E3D2647C10D,9719,164358.0
8AF06A6683056840542DEF3FD1284FB4,12005,164309.0
17A3D1C9C47C5B519AECCE5BB75625B4,11794,164284.0
8B3CEF0A600F56443E4CD2D7ADDDC860,11539,164263.0
CAAAEB4D25A77FE96A5A5BF1A427B3EC,11969,164255.0
53DDE4727836BA6785779499FF125E11,10213,164253.0
BD84CF9B2A443FDF076EF6E2A8FBDF79,10149,164251.0
377BCBE077C66FA170BFF9B44B5367D9,10827,164250.0
2668C8E0369E0A312D58BA0CC3517553,11514,164231.0
FA63A1D39D6828F8C401A977C7D6879A,11784,164205.0
0E852B1B3AA2D9CFD7485FC6851670E4,7027,164148.0
DCD3A56869BE45B194A6ECE964DA222A,12313,164129.0
57C18208C2E3B3E87B0BBF86E3B4E4B1,10384,163988.0
A937D06A20CDD2925D35778F8BDCA452,10907,163984.0
86485F0B1CBDDD6FB6C993011A28B15D,10830,163924.0
A876B642408FD97E3859B3578DB964E8,11145,163918.0
CC5ADC213C6FACE15AF38652198AE8D2,11285,163909.0
19A095652A2DE86D40B230E95F0286B2,7652,163899.0
8F26F5DE245F872320A0F33763F3EE1B,10173,163879.0
97576A28817DE822E51EE06A8F39B121,6850,163867.0
57247FB98D9CC3E85B6DC19F9E1E7F42,11913,163795.0
55926285A4B50F9966514CA4B7609CA1,12225,163790.0
F1B42A266FB027C5CD5AB19FDD549E0F,10894,163683.0
1E6295D721159D67D3CD00C34DBB49CE,8366,163626.0
728FCC7F0021BB279A0542B34F28BEE4,11566,163610.0
BDD498C8D194B96A68CE0BEBE0DF78FE,10373,163569.0
600C1ED0171F4BD8B5F369A0AF71CE68,9518,163519.0
213C1F221955A2823F4AFC8A65A951AC,12541,163514.0
DD7D2174CF4AA5B08CD157E7B4CFAB88,10612,163436.0
9412DBF999FF99AAF29F17DB30891F9E,9834,163373.0
D658061A560D0D2DA390E550FC181DEA,10017,163369.0
A20FA80587709EB5B8AF3026E59BB484,9078,163369.0
B0AF9DD39FC087666E9D984F8ABDBFB2,8836,163326.0
EB1EFE69A71F0F5317A3AA1F88034877,10067,163320.0
B37A85621830447AB284C7D74DDDB6A9,10784,163297.0
D48A0B983C2F758E4B31AA9E68D396D6,10084,163288.0
D21656DBFFF3D5036F1E3B7312938779,3980,163253.0
7A0DCF6BB20991E2D4644B2AE5CE3831,4598,163162.0
0D69FB9685364A087E9C22D074463A93,11572,163153.0
D97FE07A39B43CD68F2AC4A98AB649D4,11272,163141.0
BF203D178524D61B2DCCA92CF5F3962F,9332,163131.0
4EE20C42C8FDC2AE756897934A8DC863,12282,163088.0
5E2F4D4DA2683D5A4CCC8589C45732D0,8790,163070.0
0526F5A11D0EB44136516715A019DE59,6167,163014.0
4B66E548D053327919A18484F887EDF9,10002,162998.0
7DD2257109C687B71E88AF98187D8F10,10829,162994.0
599434E62BC84C610B39E98A8F63B6DF,9814,162989.0
CF395613DF8B82E4946ABDD59EF3BBAF,10166,162969.0
57C79EBC8B03264BC2D1010D3F7ED6DA,7455,162926.0
6AFD7E44A278CFD003F855493BB7F552,5463,162921.0
DB87F4AB25C4AE1F01553868A4A9A7F2,12054,162905.0
183B50709C4E9ABFA21719A568874A55,11842,162877.0
B9751FE71B59FA04240FE5979963185E,12939,162877.0
AE58C588FEA9BB3246D92A5243362CF7,10596,162870.0
1C9A882CEE5AAE1CFE4080EF65F0FF81,8307,162840.0
34F7B3077847F28A650B59EADC930115,12639,162833.0
BF7833B6E3AC3F3B5B4C72EF7ABA7A1E,7364,162830.0
8F43F593473529873ECF65C38624E676,12220,162817.0
F7C7E2C30F25E62CDE882B78272EE89F,10323,162790.0
99E6F5E93B334F4AB7194D7F06DA46C0,8982,162784.0
F9E9900C205070C99939224C1AF67E0F,11278,162730.0
A51843D0F22B9852AF94E00E13F0B64D,12243,162728.0
73992ABB664151AFD7C7BA6702F26CA2,10733,162683.0
828A36D8105EC3405F9CBA1C4B98C202,5971,162664.0
B1E9187878D73A574ADE63C23946C222,10865,162648.0
BBA88D9A32E1D89EB561D916178C2973,9601,162643.0
CA188792AF4784FD23D9C457C8A1849D,11450,162613.0
5B09FD9A6781D8BAEAF38A97C37D169A,9261,162563.0
14E8E54694E7432846783EC3BD423E19,10454,162562.0
A2025A43E119F430D715A9DCEB92DA86,8346,162499.0
